source_row_id,document_id,source,source_type,release_number,title,description,full_text,published_at,last_reviewed_at,url,canonical_url,coin_type,language,ingestion_method,collection_mode,body_text_status,full_text_is_complete,source_verified,scraped_at,content_hash,http_status,bitcoin_keyword_count,matched_keywords,word_count,character_count,is_bitcoin_related
sec_2025_121,sec_2025_121,sec.gov,press_release,2025-121,SEC Approves Generic Listing Standards for Commodity-Based Trust Shares,,"The Securities and Exchange Commission today voted to approve proposed rule changes by three national securities exchanges to adopt generic listing standards for exchange-traded products that hold spot commodities, including digital assets. As a result, the exchanges may list and trade Commodity-Based Trust Shares that meet the requirements of the approved generic listing standards without first submitting a proposed rule change to the Commission pursuant to Section 19(b) of the Exchange Act. By approving these generic listing standards, we are ensuring that our capital markets remain the best place in the world to engage in the cutting-edge innovation of digital assets. This approval helps to maximize investor choice and foster innovation by streamlining the listing process and reducing barriers to access digital asset products within America’s trusted capital markets, said SEC Chairman Paul S. Atkins. Division of Trading and Markets Director Jamie Selway said the Commission’s approval provides regulatory clarity and certainty to the investment community through a rules-based approach while ensuring investor protections. In addition to the generic listing standards, the Commission approved the listing and trading of the Grayscale Digital Large Cap Fund. It also approved p.m.-settled options on the Cboe Bitcoin U.S. ETF Index and the Mini-Cboe Bitcoin U.S. ETF Index with third Friday expirations, nonstandard expirations, and quarterly index expirations.",2025-09-17,2025-09-18,https://www.sec.gov/newsroom/press-releases/2025-121-sec-approves-generic-listing-standards-commodity-based-trust-shares,https://www.sec.gov/newsroom/press-releases/2025-121-sec-approves-generic-listing-standards-commodity-based-trust-shares,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,952b3e4b39dec25e3ba716c60ee918c6933f55b8c2a524f9b27e921b52431a30,200,2,bitcoin,214,1477,True
sec_2025_101,sec_2025_101,sec.gov,press_release,2025-101,SEC Permits In-Kind Creations and Redemptions for Crypto ETPs,,"The Securities and Exchange Commission today voted to approve orders to permit in-kind creations and redemptions by authorized participants for crypto asset exchange-traded product shares. The orders reflect a departure from recently approved spot bitcoin and ether ETPs, which were limited to creations and redemptions on an in-cash basis. With the approvals, bitcoin and ether ETPs will be permitted to create and redeem shares on an in-kind basis. SEC Chairman Paul S. Atkins said the orders would make the products less costly and more efficient and were part of developing a fit-for-purpose framework for crypto asset markets. The Commission also approved exchange applications involving an ETP holding mixed spot bitcoin and spot ether, options on certain spot bitcoin ETPs, FLEX options on shares of certain BTC-based ETPs, and increased position limits for listed options on certain BTC ETPs.",2025-07-29,2025-07-30,https://www.sec.gov/newsroom/press-releases/2025-101-sec-permits-kind-creations-redemptions-crypto-etps,https://www.sec.gov/newsroom/press-releases/2025-101-sec-permits-kind-creations-redemptions-crypto-etps,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,3a4ed4d47af23094bbef45dc1e82d02a7d4930097a89e46d238059a40e9f9941,200,9,bitcoin|btc|spot bitcoin,138,900,True
sec_2024_125,sec_2024_125,sec.gov,press_release,2024-125,eToro Reaches Settlement with SEC and Will Cease Trading Activity in Nearly All Crypto Assets,"Firm charged with operating unregistered broker, clearing agency in connection with its crypto asset trading platform","The Securities and Exchange Commission announced that eToro USA LLC agreed to pay $1.5 million to settle charges that it operated an unregistered broker and clearing agency in connection with a platform that facilitated buying and selling certain crypto assets as securities. The SEC order finds that, since at least 2020, eToro provided U.S. customers the ability to trade crypto assets being offered and sold as securities without complying with registration provisions. eToro announced that the only crypto assets U.S. customers could continue to trade would be Bitcoin, Bitcoin Cash, and Ether. Customers would have 180 days to sell other crypto assets after the order. Without admitting or denying the findings, eToro agreed to a cease-and-desist order, the penalty, and a process to liquidate assets it could not transfer to customers and return proceeds.",2024-09-12,2024-09-12,https://www.sec.gov/newsroom/press-releases/2024-125,https://www.sec.gov/newsroom/press-releases/2024-125,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,8af509b43e0b0db71d9da31cbafb409bd974e293ac7780d9939a5e068edb6211,200,2,bitcoin,134,861,True
sec_2024_13,sec_2024_13,sec.gov,press_release,2024-13,SEC Charges Founder of American Bitcoin Academy Online Crypto Course with Fraud Targeting Students,Defendant claimed his hedge fund would use sophisticated tools like artificial intelligence to generate returns,"The Securities and Exchange Commission announced that Brian Sewell and Rockwell Capital Management agreed to settle fraud charges in connection with a scheme targeting students in the American Bitcoin Academy online crypto trading course. The alleged scheme cost 15 students $1.2 million. From early 2018 to mid-2019, Sewell encouraged students to invest in a hedge fund he claimed would use artificial intelligence and crypto asset trading strategies. The complaint alleges he received approximately $1.2 million but never launched the fund or executed the advertised strategies, instead holding the invested money in bitcoin. The bitcoin was later stolen when his digital wallet was hacked. The defendants consented to injunctive relief. Rockwell Capital Management agreed to pay disgorgement and prejudgment interest, and Sewell agreed to a civil penalty, subject to court approval.",2024-02-02,2024-02-02,https://www.sec.gov/newsroom/press-releases/2024-13,https://www.sec.gov/newsroom/press-releases/2024-13,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,43c95581b98325ead65e6ba5f69af247b56f4f4df7527e3f7e5a5b428e13a55c,200,4,bitcoin,130,885,True
sec_2024_11,sec_2024_11,sec.gov,press_release,2024-11,SEC Charges Founder of $1.7 Billion HyperFund Crypto Pyramid Scheme and Top Promoter with Fraud,"Promoter Brenda Chunga, also known as Bitcoin Beautee, agrees to settle fraud and unregistered offering charges","The Securities and Exchange Commission charged Xue Lee and Brenda Chunga, also known as Bitcoin Beautee, for their involvement in the HyperFund crypto asset pyramid scheme that raised more than $1.7 billion from investors worldwide. From June 2020 through early 2022, the defendants promoted membership packages that allegedly guaranteed high returns from supposed crypto asset mining operations. The SEC alleges HyperFund had no real source of revenue other than investor funds and collapsed in 2022 when investors could no longer make withdrawals. The complaint seeks injunctive relief, disgorgement, prejudgment interest, and civil penalties. Chunga agreed to settle, while the charges against Lee were to be litigated.",2024-01-29,2024-05-30,https://www.sec.gov/newsroom/press-releases/2024-11,https://www.sec.gov/newsroom/press-releases/2024-11,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,5addbd6b4fe2fcbcd9bdcf451836453da73533d0ead642037b2a071f5e0a40ab,200,2,bitcoin,106,722,True
sec_2022_201,sec_2022_201,sec.gov,press_release,2022-201,SEC Charges Creator of Global Crypto Ponzi Scheme and Three US Promoters in Connection with $295 Million Fraud,"Trade Coin Club raised money from more than 100,000 investors worldwide","The Securities and Exchange Commission announced charges against Douver Torres Braga, Joff Paradise, Keleionalani Akana Taylor, and Jonathan Tetreault for roles in Trade Coin Club, a fraudulent crypto Ponzi scheme that raised more than 82,000 bitcoin, valued at $295 million at the time, from more than 100,000 investors. Trade Coin Club operated from 2016 through 2018 and promised profits from a purported crypto asset trading bot. The SEC alleges promoters made false representations about millions of microtransactions and minimum daily returns. Investor withdrawals allegedly came entirely from deposits by other investors. Braga personally received at least 8,396 bitcoin, while other promoters received additional bitcoin amounts. The complaints allege violations of antifraud, securities registration, and broker-dealer registration provisions and seek injunctive relief, disgorgement, and civil penalties.",2022-11-04,2022-11-04,https://www.sec.gov/newsroom/press-releases/2022-201,https://www.sec.gov/newsroom/press-releases/2022-201,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,53627ab22e2525d16a7c4ac86f058b9ad233ed3c3dd1030af317e8c7f7160931,200,3,bitcoin,125,914,True
sec_2022_81,sec_2022_81,sec.gov,press_release,2022-81,SEC Halts Fraudulent Cryptomining and Trading Scheme,"Founders allegedly promised big returns, instead used investments to fund lavish lifestyles","The Securities and Exchange Commission announced fraud charges against Mining Capital Coin Corp., its founders, and related entities in connection with unregistered offerings and fraudulent sales of mining packages to thousands of investors. The complaint alleges that 65,535 investors were promised daily returns from cryptocurrency mining, stock and foreign exchange trading, and cryptocurrency arbitrage. In the early days, investors were promised returns in Bitcoin, but later were required to withdraw in Capital Coin, the company’s own token, using a fake trading platform. The complaint seeks injunctions, disgorgement, civil penalties, and officer and director bars.",2022-05-06,2022-05-06,https://www.sec.gov/newsroom/press-releases/2022-81,https://www.sec.gov/newsroom/press-releases/2022-81,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,d57b931c4aab503f62fb009d426b573a552bc1f8d6c2fa794226903d8701e235,200,1,bitcoin,94,674,True
sec_2021_237,sec_2021_237,sec.gov,press_release,2021-237,SEC Charges Promoter with Conducting Cryptocurrency Investment Scams,,"The Securities and Exchange Commission charged Ryan Ginster with conducting two unregistered and fraudulent securities offerings that raised more than $3.6 million in cryptocurrency from retail investors. The complaint alleges that from 2018 to 2021 Ginster raised approximately $3.6 million in Bitcoin through two online platforms that promised astronomical rates of return through cryptocurrency trading and advertising arbitrage. The SEC alleges Ginster misappropriated at least $1 million for personal expenses. The complaint seeks permanent injunctions, disgorgement with prejudgment interest, and civil penalties.",2021-11-18,2021-11-18,https://www.sec.gov/newsroom/press-releases/2021-237,https://www.sec.gov/newsroom/press-releases/2021-237,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,cd45d503f21a3fa7f8331c60e6fb903c39d3d91bd0e775fad7bbb7ea3230cb8a,200,1,bitcoin,82,619,True
sec_2021_51,sec_2021_51,sec.gov,press_release,2021-51,SEC Charges California-Based Fraudster With Selling Insider Tips on the Dark Web,,"The Securities and Exchange Commission charged James Roland Jones with a fraudulent scheme to sell purported insider tips on the dark web, the SEC’s first enforcement action involving alleged securities violations on the dark web. The complaint alleges Jones offered and sold purported insider tips that he falsely described as material, nonpublic information. Several users paying in bitcoin purchased the tips and traded based on the information. Jones agreed to a bifurcated settlement that, subject to court approval, permanently enjoins him from further violations and reserves monetary determinations for a later date.",2021-03-18,2021-03-18,https://www.sec.gov/newsroom/press-releases/2021-51,https://www.sec.gov/newsroom/press-releases/2021-51,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,2adaa7fd9d9f77b9f64816af90d57e4335a8bf6829ee57b743e98c69209dfa80,200,1,bitcoin,92,624,True
sec_2021_22,sec_2021_22,sec.gov,press_release,2021-22,SEC Charges Three Individuals in Digital Asset Frauds,,"The Securities and Exchange Commission charged three individuals with defrauding hundreds of retail investors out of more than $11 million through fraudulent and unregistered digital asset securities offerings. The complaint alleges the defendants promoted Start Options and Bitcoiin2Gen. They falsely claimed Start Options was the largest Bitcoin exchange in euro volume and liquidity and was consistently rated the best and most secure Bitcoin exchange. Promotional materials also allegedly made false claims about B2G tokens and the use of investor funds. The complaint seeks injunctive relief, disgorgement plus interest, penalties, and officer-and-director bars.",2021-02-01,2021-02-01,https://www.sec.gov/newsroom/press-releases/2021-22,https://www.sec.gov/newsroom/press-releases/2021-22,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,4a420d05fb3b8ac8d6520f2df3a9001c75797becb25921bd1cf188194aa36249,200,4,bitcoin|bitcoin exchange,92,667,True
sec_2020_145,sec_2020_145,sec.gov,press_release,2020-145,"SEC Charges Issuer, CEO, and Lobbyist With Defrauding Investors in AML BitCoin",,"The Securities and Exchange Commission charged NAC Foundation, its CEO Marcus Andrade, and lobbyist Jack Abramoff with conducting a fraudulent, unregistered offering of AML BitCoin, described as a new and improved version of bitcoin. The SEC alleges NAC raised at least $5.6 million from more than 2,400 investors and portrayed AML BitCoin as superior to the original bitcoin with anti-money laundering and theft-resistant technology. The complaints allege the touted capabilities did not exist, government-use claims were false, and approximately $1.1 million was diverted for personal use. The SEC seeks injunctions, disgorgement, civil penalties, and restrictions on future offerings and public-company service.",2020-06-25,2020-06-25,https://www.sec.gov/newsroom/press-releases/2020-145,https://www.sec.gov/newsroom/press-releases/2020-145,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,ed17bd20f8c266303d055ef4673b55c9c2372412a7562a54bea425b524f16bb1,200,5,bitcoin,101,714,True
sec_2019_226,sec_2019_226,sec.gov,press_release,2019-226,SEC Charges International Dealer That Sold Security-Based Swaps to U.S. Investors,,"The Securities and Exchange Commission charged XBT Corp. SARL, doing business as First Global Credit, for offering and selling unregistered security-based swaps to U.S. investors using bitcoins and for failing to transact swaps on a registered national exchange. The company targeted U.S. individuals to deposit and use bitcoins to buy and sell investment products, including bitcoin Asset Linked Notes, without satisfying registration and exchange requirements. Without admitting or denying the findings, First Global Credit consented to a cease-and-desist order and agreed to pay disgorgement and a penalty.",2019-10-31,2024-08-05,https://www.sec.gov/newsroom/press-releases/2019-226,https://www.sec.gov/newsroom/press-releases/2019-226,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,d575695bafad9a9e371a528e65204547de2609d3fb59a8a8a2039a111d392661,200,3,bitcoin|bitcoins,87,609,True
sec_2018_218,sec_2018_218,sec.gov,press_release,2018-218,SEC Charges Bitcoin-Funded Securities Dealer and CEO,,"The Securities and Exchange Commission filed charges against an international securities dealer and its CEO for alleged securities-law violations involving security-based swaps funded with bitcoins. Investors could open accounts with minimal information and could only fund accounts using bitcoins. The SEC alleges the platform failed to meet registration, investor eligibility, and exchange requirements. The complaint seeks permanent injunctions, disgorgement plus interest, and penalties.",2018-09-27,2018-09-27,https://www.sec.gov/newsroom/press-releases/2018-218,https://www.sec.gov/newsroom/press-releases/2018-218,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,8a7a18052fd54d5a406ab44fd72abe2e94123606b44818472768566aef8765f0,200,3,bitcoin|bitcoins,63,491,True
sec_2018_23,sec_2018_23,sec.gov,press_release,2018-23,SEC Charges Former Bitcoin-Denominated Exchange and Operator With Fraud,,"The Securities and Exchange Commission charged a former bitcoin-denominated platform and its operator with operating an unregistered securities exchange and defrauding users. The SEC alleges BitFunder and founder Jon E. Montroll misappropriated users’ bitcoins and failed to disclose a cyberattack that resulted in the theft of more than 6,000 bitcoins. The complaint also alleges Montroll sold unregistered securities and misappropriated investment funds. The SEC seeks injunctions, disgorgement plus interest, and penalties.",2018-02-21,2023-10-03,https://www.sec.gov/newsroom/press-releases/2018-23,https://www.sec.gov/newsroom/press-releases/2018-23,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,6579d424a9867e6733a1827b13ba3df0e0a64c8b568115b1d95de48ff5069070,200,4,bitcoin|bitcoins,71,526,True
sec_2017_123,sec_2017_123,sec.gov,press_release,2017-123,SEC Files Fraud Charges in Bitcoin and Office Space Investment Schemes,,"The Securities and Exchange Commission filed fraud charges against the founder of a purported Bitcoin platform and a chain of co-working spaces, alleging that investors were misled in both companies. The SEC alleges sales representatives sold securities in Bitcoin Store Inc. and Bar Works Inc. using offering materials that misrepresented executives and company operations. Materials claimed Bitcoin Store was an easy-to-use and secure way of holding and trading Bitcoin and had generated millions in sales. The SEC alleges the company had no operations and did not generate the claimed revenue. The SEC obtained an emergency asset freeze and alleged violations of antifraud and registration provisions.",2017-06-30,2017-06-30,https://www.sec.gov/newsroom/press-releases/2017-123,https://www.sec.gov/newsroom/press-releases/2017-123,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,07faeb174a7f7bc0c37c2ccfe771c5625204ffcceb3a5ab0da8c04a025174939,200,5,bitcoin,105,704,True
sec_2015_271,sec_2015_271,sec.gov,press_release,2015-271,SEC Charges Bitcoin Mining Companies,,"The Securities and Exchange Commission charged two Bitcoin mining companies and their founder with conducting a Ponzi scheme that used the lure of virtual-currency riches to defraud investors. The complaint alleges GAW Miners and ZenMiner purported to offer shares of a digital Bitcoin mining operation but did not own enough computing power to conduct the promised mining. More than 10,000 investors purchased Hashlets. Investors were allegedly misled to believe they would share in returns from Bitcoin mining, while returns paid to some investors came from proceeds collected from others. The complaint seeks permanent injunctive relief, disgorgement, prejudgment interest, and penalties.",2015-12-01,2015-12-16,https://www.sec.gov/newsroom/press-releases/2015-271,https://www.sec.gov/newsroom/press-releases/2015-271,Bitcoin,en,web_scraping,verified_official_page_snapshot,verified_excerpt,False,True,2026-08-03T13:03:00+00:00,b98cb05484664a9325bf51bfdb1aba3f945f08dff834341344d7e5159853bffb,200,8,bitcoin|bitcoin mining,100,691,True
